RollGyr,turnRate,TWa,EGPS0,Z3,TW,H1,W3,WValid,E2,GPSTrueCourse,C3,Z2,headingValid,A3,needsInitialization,W2a,EGyr1,staticMode,E3,PitchGPS,GPSVerticalAccuracy,T,W1,GPSAltitudeMSL,SmoothW2,D3,Ta,D1,gLoad,GPSFixQuality,M2,EGPS1,M1,slipSkid,B1,PitchGyr,A1,H2,D2,EGPS3,E0,EGyr2,EGPS2,HeadingGyr,Z1,EGyr0,M3,GroundSpeed,EGyr3,B3,HeadingGPS,Pitch,GPSNACp,Heading,E1,C1,BaroPressureAltitude,H3,C2,A2,W2,GPSHorizontalAccuracy,BaroVerticalSpeed,SmoothW1,B2,RollGPS,Roll,W1a,headingMag,W3a,SmoothGroundSpeed
0.143345,-0.000000,-6795364492.131345,0.707104,-1.001645,-6795364492.031345,0.004211,-0.010225,1.000000,-0.000448,0.000000,-1.121714,-0.002759,0.000000,-1.124017,0.000000,0.542000,0.002221,1.000000,0.706268,0.165489,17.400000,-6795364492.031345,0.000000,371.719177,0.381326,0.342265,-6795364492.081345,-0.784478,1.000428,1.000000,0.000000,0.001969,0.000000,-0.002835,-0.793481,0.216692,0.005249,-0.030565,0.644398,0.707107,0.707941,-0.000455,-0.000073,0.138672,-0.003098,0.707958,0.000000,0.397000,0.706250,0.376395,359.999999,0.215668,9.000000,0.135899,0.002216,0.009053,446.786224,-0.039416,0.045944,0.049277,0.397000,11.650000,-1.035488,0.000000,0.615457,0.153609,0.143549,0.000000,3.141593,-0.010225,0.381326
0.142989,-0.000000,-6795364492.031345,0.707104,-1.000715,-6795364492.031345,-0.011355,-0.010025,1.000000,-0.000448,0.000000,-1.121714,-0.003457,0.000000,-1.121921,0.000000,0.397000,0.002222,1.000000,0.706272,0.163715,17.400000,-6795364491.981345,0.000000,371.719177,0.381326,0.342265,-6795364492.031345,-0.784478,1.000417,1.000000,0.000000,0.002149,0.000000,-0.002927,-0.766778,0.217122,0.005982,-0.029178,0.644398,0.707107,0.707937,-0.000460,0.000129,0.137904,-0.002846,0.707954,0.000000,0.397000,0.706255,0.381481,360.000000,0.216053,9.000000,0.135146,0.002220,0.009053,446.786224,-0.040018,0.045944,0.050172,0.397000,11.650000,-1.015184,0.000000,0.614185,0.184622,0.143820,0.000000,3.141593,-0.010225,0.381326
0.142447,-0.000000,-6795364492.031345,0.707104,-1.000672,-6795364491.931345,-0.027623,-0.010025,1.000000,-0.000453,0.000000,-1.121714,-0.002895,0.000000,-1.122349,0.000000,0.397000,0.002219,1.000000,0.706276,0.157190,17.400000,-6795364491.931345,0.000000,372.047272,0.380679,0.342265,-6795364491.981345,-0.784478,1.000440,1.000000,0.000000,0.002028,0.000000,-0.002899,-0.750247,0.217256,0.006104,-0.024169,0.644398,0.707107,0.707933,-0.000464,0.000088,0.137323,-0.002696,0.707950,0.000000,0.349000,0.706259,0.386568,360.000000,0.216054,9.000000,0.134577,0.002215,0.009053,446.786224,-0.043480,0.045944,0.048952,0.349000,11.650000,-1.015184,0.000000,0.620543,0.171406,0.143025,0.000000,3.141593,-0.010025,0.380679
0.142520,-0.000000,-6795364491.931345,0.707105,-1.000492,-6795364491.931345,-0.010290,-0.009828,1.000000,-0.000457,0.000000,-1.121714,-0.002314,0.000000,-1.122105,0.000000,0.349000,0.002222,1.000000,0.706277,0.141193,17.400000,-6795364491.881345,0.000000,372.047272,0.380679,0.342265,-6795364491.931345,-0.784478,1.000438,1.000000,0.000000,0.001761,0.000000,-0.002816,-0.782037,0.217661,0.006592,-0.032267,0.644398,0.707107,0.707932,-0.000466,0.000018,0.137058,-0.002346,0.707949,0.000000,0.349000,0.706260,0.392926,359.999998,0.216132,9.000000,0.134317,0.002213,0.009053,446.786224,-0.049546,0.045944,0.048280,0.349000,11.650000,-0.995279,0.000000,0.606555,0.144185,0.142551,0.000000,3.141593,-0.010025,0.380679
0.141815,-0.000000,-6795364491.931345,0.707105,-1.000301,-6795364491.831345,-0.014933,-0.009828,1.000000,-0.000457,0.000000,-1.121714,-0.003022,0.000000,-1.121820,0.000000,0.349000,0.002220,1.000000,0.706276,0.112820,17.400000,-6795364491.831345,0.000000,372.047272,0.378526,0.342265,-6795364491.881345,-0.784478,1.000416,1.000000,0.000000,0.001711,0.000000,-0.002867,-0.768049,0.218069,0.007365,-0.038889,0.644398,0.707107,0.707933,-0.000473,0.000318,0.137207,-0.001757,0.707949,0.000000,0.273000,0.706259,0.401827,0.000002,0.215963,9.000000,0.134463,0.002210,0.009053,446.786224,-0.057694,0.045944,0.049684,0.273000,11.650000,-0.995279,0.000000,0.600197,0.164409,0.142265,0.000000,3.141593,-0.009828,0.378526
0.142689,-0.000000,-6795364491.831345,0.707104,-1.001583,-6795364491.831345,0.006873,-0.009635,1.000000,-0.000450,0.000000,-1.121714,-0.002988,0.000000,-1.123997,0.000000,0.273000,0.002220,1.000000,0.706274,0.141270,17.400000,-6795364491.771345,0.000000,372.047272,0.378526,0.342265,-6795364491.831345,-0.784478,1.000587,1.000000,0.000000,0.001914,0.000000,-0.002877,-0.801111,0.217196,0.005615,-0.020674,0.644398,0.707107,0.707935,-0.000462,0.000171,0.137662,-0.002683,0.707952,0.000000,0.273000,0.706257,0.392926,0.000000,0.215677,9.000000,0.134909,0.002214,0.009053,446.786224,-0.053262,0.045944,0.049379,0.273000,11.650000,-0.975764,0.000000,0.629444,0.168984,0.143213,0.000000,3.141593,-0.009828,0.378526
0.142905,-0.000000,-6795364491.831345,0.707105,-1.001013,-6795364491.731345,-0.007892,-0.009635,1.000000,-0.000448,0.000000,-1.121714,-0.002726,0.000000,-1.122471,0.000000,0.273000,0.002223,1.000000,0.706279,0.120017,17.400000,-6795364491.731345,0.000000,372.047272,0.378555,0.342265,-6795364491.771345,-0.784478,1.000606,1.000000,0.000000,0.001727,0.000000,-0.002850,-0.770592,0.217397,0.007243,-0.043109,0.644398,0.707107,0.707930,-0.000462,0.000246,0.136708,-0.001938,0.707946,0.000000,0.380000,0.706263,0.381481,359.999999,0.215449,9.000000,0.133975,0.002213,0.009053,446.786224,-0.044885,0.045944,0.048911,0.380000,11.650000,-0.975764,0.000000,0.590025,0.159904,0.143242,0.000000,3.141593,-0.009635,0.378555
0.141715,-0.000000,-6795364491.731345,0.707104,-1.001909,-6795364491.731345,-0.025578,-0.017354,1.000000,-0.000449,0.000000,-1.121714,-0.003695,0.000000,-1.124119,0.000000,0.380000,0.002213,1.000000,0.706285,0.127313,17.400000,-6795364491.671345,0.000000,372.047272,0.378555,0.342265,-6795364491.731345,-0.784478,1.000774,1.000000,0.000000,0.001994,0.000000,-0.002975,-0.751518,0.216967,0.006348,-0.025374,0.644398,0.707107,0.707924,-0.000467,0.000423,0.135813,-0.002281,0.707941,0.000000,0.380000,0.706268,0.366222,359.999999,0.215172,9.000000,0.133097,0.002208,0.009053,446.718170,-0.030573,0.045944,0.050661,0.380000,11.650000,-1.757423,0.000000,0.625629,0.195880,0.142796,0.000000,3.141593,-0.009635,0.378555
0.141597,-0.000000,-6795364491.731345,0.707104,-1.001243,-6795364491.631345,-0.030130,-0.017354,1.000000,-0.000451,0.000000,-1.121714,-0.003161,0.000000,-1.122674,0.000000,0.380000,0.002211,1.000000,0.706291,0.131354,17.400000,-6795364491.631345,0.000000,372.047272,0.373964,0.342265,-6795364491.671345,-0.784478,1.000793,1.000000,0.000000,0.001954,0.000000,-0.002971,-0.752790,0.216798,0.006429,-0.040742,0.644398,0.707107,0.707918,-0.000467,0.000333,0.134828,-0.002326,0.707935,0.000000,0.149000,0.706274,0.389111,360.000000,0.215088,9.000000,0.132132,0.002206,0.009053,446.718170,-0.043168,0.045944,0.049277,0.149000,11.650000,-1.757423,0.000000,0.595111,0.185370,0.142471,0.000000,3.141593,-0.017354,0.373964
0.141528,-0.000000,-6795364491.631345,0.707104,-1.000685,-6795364491.631345,-0.019035,-0.011366,1.000000,-0.000458,0.000000,-1.121714,-0.003002,0.000000,-1.122105,0.000000,0.149000,0.002215,1.000000,0.706293,0.144225,17.400000,-6795364491.581345,0.000000,372.047272,0.373964,0.342265,-6795364491.631345,-0.784478,1.000758,1.000000,0.000000,0.001976,0.000000,-0.002967,-0.770592,0.217483,0.005982,-0.048021,0.644398,0.707107,0.707916,-0.000471,0.000196,0.134496,-0.002615,0.707933,0.000000,0.149000,0.706276,0.389111,0.000000,0.216017,9.000000,0.131806,0.002210,0.009053,446.766785,-0.047157,0.045944,0.049257,0.149000,11.650000,-1.150970,0.000000,0.591296,0.175938,0.142214,0.000000,3.141593,-0.017354,0.373964
0.141350,-0.000000,-6795364491.631345,0.707104,-1.000670,-6795364491.531345,-0.017440,-0.011366,1.000000,-0.000462,0.000000,-1.121714,-0.002910,0.000000,-1.122349,0.000000,0.149000,0.002216,1.000000,0.706296,0.144502,17.350000,-6795364491.531345,0.000000,371.719177,0.369365,0.342265,-6795364491.581345,-0.784478,1.000749,1.000000,0.000000,0.001937,0.000000,-0.002957,-0.768049,0.217866,0.006266,-0.037083,0.644398,0.707107,0.707913,-0.000475,0.000154,0.133934,-0.002526,0.707929,0.000000,0.144000,0.706280,0.381481,0.000000,0.216398,9.000000,0.131255,0.002210,0.009053,446.766785,-0.042457,0.045944,0.049196,0.144000,11.650000,-1.150970,0.000000,0.610370,0.169431,0.141910,0.000000,3.141593,-0.011366,0.369365
0.140359,-0.000000,-6795364491.531345,0.707104,-1.001317,-6795364491.531345,-0.031181,-0.011143,1.000000,-0.000470,0.000000,-1.121714,-0.003009,0.000000,-1.123386,0.000000,0.144000,0.002211,1.000000,0.706301,0.149244,17.350000,-6795364491.481345,0.000000,371.719177,0.369365,0.342265,-6795364491.531345,-0.784478,1.000833,1.000000,0.000000,0.001978,0.000000,-0.002966,-0.747703,0.218089,0.006043,-0.033910,0.644398,0.707107,0.707908,-0.000482,0.000136,0.133173,-0.002644,0.707925,0.000000,0.144000,0.706284,0.377667,0.000000,0.216711,9.000000,0.130510,0.002207,0.009053,446.766785,-0.038264,0.045944,0.049440,0.144000,11.650000,-1.128402,0.000000,0.610370,0.171333,0.140976,0.000000,3.141593,-0.011366,0.369365
0.139480,-0.000000,-6795364491.531345,0.707104,-1.000935,-6795364491.431345,-0.030147,-0.011143,1.000000,-0.000483,0.000000,-1.121714,-0.002985,0.000000,-1.122471,0.000000,0.144000,0.002212,1.000000,0.706299,0.163630,17.350000,-6795364491.431345,0.000000,371.719177,0.370137,0.342265,-6795364491.481345,-0.784478,1.000827,1.000000,0.000000,0.002065,0.000000,-0.002967,-0.755333,0.219107,0.005575,-0.048057,0.644398,0.707107,0.707910,-0.000494,0.000046,0.133513,-0.002966,0.707927,0.000000,0.408000,0.706282,0.409457,0.000000,0.217996,9.000000,0.130843,0.002209,0.009053,446.766785,-0.059938,0.045944,0.049318,0.408000,11.650000,-1.128402,0.000000,0.587481,0.171017,0.140110,0.000000,3.141593,-0.011143,0.370137
0.138767,-0.000000,-6795364491.431345,0.707104,-1.000818,-6795364491.431345,-0.027048,-0.016572,1.000000,-0.000494,0.000000,-1.121714,-0.002902,0.000000,-1.122471,0.000000,0.408000,0.002213,1.000000,0.706299,0.169294,17.350000,-6795364491.381345,0.000000,371.719177,0.370137,0.342265,-6795364491.431345,-0.784478,1.000821,1.000000,0.000000,0.002079,0.000000,-0.002956,-0.759148,0.219967,0.005676,-0.039543,0.644398,0.707107,0.707910,-0.000504,-0.000010,0.133432,-0.003000,0.707926,0.000000,0.408000,0.706283,0.389111,0.000000,0.218953,9.000000,0.130763,0.002210,0.009053,446.718170,-0.051686,0.045944,0.049196,0.408000,11.650000,-1.678270,0.000000,0.606555,0.167609,0.139343,0.000000,3.141593,-0.011143,0.370137
0.138803,-0.000000,-6795364491.431345,0.707104,-0.999605,-6795364491.331345,-0.010987,-0.016572,1.000000,-0.000498,0.000000,-1.121714,-0.002545,0.000000,-1.120599,0.000000,0.408000,0.002219,1.000000,0.706300,0.150291,17.350000,-6795364491.331345,0.000000,371.719177,0.365715,0.342265,-6795364491.381345,-0.784478,1.000648,1.000000,0.000000,0.001868,0.000000,-0.002900,-0.780765,0.220841,0.006511,-0.037878,0.644398,0.707107,0.707909,-0.000509,0.000013,0.133236,-0.002480,0.707925,0.000000,0.149000,0.706284,0.389111,359.999999,0.219430,9.000000,0.130572,0.002212,0.009053,446.718170,-0.049369,0.045944,0.048585,0.149000,11.650000,-1.678270,0.000000,0.605284,0.152389,0.139073,0.000000,3.141593,-0.016572,0.365715
0.137351,-0.000000,-6795364491.331345,0.707105,-1.001626,-6795364491.331345,-0.034624,-0.016248,1.000000,-0.000503,0.000000,-1.121714,-0.002302,0.000000,-1.124424,0.000000,0.149000,0.002207,1.000000,0.706303,0.121646,17.350000,-6795364491.281345,0.000000,371.719177,0.365715,0.342265,-6795364491.331345,-0.784478,1.000832,1.000000,0.000000,0.001602,0.000000,-0.002829,-0.740074,0.220454,0.007202,-0.020590,0.644398,0.707107,0.707906,-0.000515,0.000100,0.132828,-0.001912,0.707922,0.000000,0.149000,0.706286,0.385296,359.999998,0.218478,9.000000,0.130172,0.002195,0.009053,446.718170,-0.045084,0.045944,0.048524,0.149000,11.650000,-1.645363,0.000000,0.629444,0.137892,0.137359,0.000000,3.141593,-0.016572,0.365715
0.136254,-0.000000,-6795364491.331345,0.707104,-1.001448,-6795364491.231345,-0.018603,-0.016248,1.000000,-0.000513,0.000000,-1.121714,-0.003137,0.000000,-1.123122,0.000000,0.149000,0.002203,1.000000,0.706302,0.150698,17.350000,-6795364491.221345,0.000000,371.719177,0.362400,0.342265,-6795364491.281345,-0.784478,1.000886,1.000000,0.000000,0.001960,0.000000,-0.002895,-0.773136,0.220936,0.005412,-0.041086,0.644398,0.707107,0.707907,-0.000525,0.000101,0.133040,-0.002852,0.707924,0.000000,0.200000,0.706285,0.389111,359.999996,0.219530,9.000000,0.130380,0.002199,0.009053,446.718170,-0.047710,0.045944,0.049928,0.200000,11.650000,-1.645363,0.000000,0.592568,0.166998,0.136868,0.000000,3.141593,-0.016248,0.362400
0.135560,-0.000000,-6795364491.231345,0.707103,-1.000257,-6795364491.231345,-0.026406,-0.002373,1.000000,-0.000522,0.000000,-1.121714,-0.003243,0.000000,-1.121311,0.000000,0.200000,0.002203,1.000000,0.706297,0.182183,17.350000,-6795364491.171345,0.000000,371.719177,0.362400,0.342265,-6795364491.221345,-0.784478,1.000772,1.000000,0.000000,0.002236,0.000000,-0.002935,-0.755333,0.221490,0.004944,-0.039355,0.644398,0.707107,0.707912,-0.000533,-0.000013,0.133724,-0.003416,0.707928,0.000000,0.200000,0.706281,0.415815,359.999997,0.220703,9.000000,0.131049,0.002203,0.009053,446.834839,-0.066782,0.045944,0.049623,0.200000,11.650000,-0.240313,0.000000,0.602741,0.180153,0.136451,0.000000,3.141593,-0.016248,0.362400
0.135102,-0.000000,-6795364491.231345,0.707103,-1.000915,-6795364491.131345,-0.033953,-0.002373,1.000000,-0.000529,0.000000,-1.121714,-0.003501,0.000000,-1.122918,0.000000,0.200000,0.002206,1.000000,0.706300,0.181878,17.350000,-6795364491.131345,0.000000,371.719177,0.360452,0.342265,-6795364491.171345,-0.784478,1.000815,1.000000,0.000000,0.002321,0.000000,-0.003002,-0.747703,0.222421,0.005615,-0.043085,0.644398,0.707107,0.707909,-0.000541,0.000077,0.133282,-0.003175,0.707925,0.000000,0.265000,0.706284,0.391654,359.999999,0.221609,9.000000,0.130617,0.002208,0.009053,446.834839,-0.055708,0.045944,0.050050,0.265000,11.650000,-0.240313,0.000000,0.597654,0.194317,0.136285,0.000000,3.141593,-0.002373,0.360452
0.135251,-0.000000,-6795364491.131345,0.707103,-0.998860,-6795364491.131345,-0.017359,-0.007975,1.000000,-0.000541,0.000000,-1.121714,-0.002870,0.000000,-1.119358,0.000000,0.265000,0.002217,1.000000,0.706305,0.186055,17.350000,-6795364491.071345,0.000000,371.719177,0.360452,0.342265,-6795364491.131345,-0.784478,1.000531,1.000000,0.000000,0.002219,0.000000,-0.002962,-0.774407,0.224093,0.005310,-0.041485,0.644398,0.707107,0.707904,-0.000551,-0.000077,0.132539,-0.003275,0.707921,0.000000,0.265000,0.706288,0.362407,0.000000,0.223332,9.000000,0.129888,0.002217,0.009053,446.786224,-0.031936,0.045944,0.048769,0.265000,11.650000,-0.807597,0.000000,0.602741,0.173537,0.136016,0.000000,3.141593,-0.002373,0.360452
0.134106,-0.000000,-6795364491.131345,0.707104,-0.999454,-6795364491.031345,-0.038396,-0.007975,1.000000,-0.000551,0.000000,-1.121714,-0.002746,0.000000,-1.121291,0.000000,0.265000,0.002212,1.000000,0.706306,0.180169,17.350000,-6795364491.021345,0.000000,371.719177,0.360283,0.342265,-6795364491.071345,-0.784478,1.000449,1.000000,0.000000,0.002113,0.000000,-0.002935,-0.737531,0.224523,0.005656,-0.023939,0.644398,0.707107,0.707903,-0.000560,-0.000111,0.132378,-0.003099,0.707920,0.000000,0.352000,0.706289,0.399284,360.000000,0.223635,9.000000,0.129730,0.002210,0.009053,446.786224,-0.049732,0.045944,0.048952,0.352000,11.650000,-0.807597,0.000000,0.625629,0.162242,0.134667,0.000000,3.141593,-0.007975,0.360283
0.133707,-0.000000,-6795364491.031345,0.707105,-1.000156,-6795364491.031345,-0.024218,-0.007818,1.000000,-0.000551,0.000000,-1.121714,-0.002040,0.000000,-1.122166,0.000000,0.352000,0.002207,1.000000,0.706309,0.149916,17.350000,-6795364490.981345,0.000000,371.719177,0.360283,0.342265,-6795364491.021345,-0.784478,1.000450,1.000000,0.000000,0.001730,0.000000,-0.002816,-0.766778,0.224060,0.006714,-0.010744,0.644398,0.707107,0.707900,-0.000560,-0.000120,0.131856,-0.002391,0.707917,0.000000,0.352000,0.706292,0.396741,359.999996,0.222577,9.000000,0.129219,0.002197,0.009053,446.786224,-0.053129,0.045944,0.047914,0.352000,11.650000,-0.791762,0.000000,0.637074,0.130463,0.133640,0.000000,3.141593,-0.007975,0.360283
0.133676,-0.000000,-6795364491.031345,0.707104,-0.999844,-6795364490.931345,0.000505,-0.007818,1.000000,-0.000544,0.000000,-1.121714,-0.003157,0.000000,-1.121250,0.000000,0.352000,0.002203,1.000000,0.706308,0.160674,17.350000,-6795364490.931345,0.000000,372.375336,0.359078,0.342265,-6795364490.981345,-0.784478,1.000376,1.000000,0.000000,0.002014,0.000000,-0.002898,-0.796024,0.223399,0.005575,-0.016569,0.644398,0.707107,0.707901,-0.000556,0.000031,0.131957,-0.002884,0.707917,0.000000,0.300000,0.706292,0.396741,359.999997,0.222144,9.000000,0.129318,0.002199,0.009053,446.786224,-0.054714,0.045944,0.050010,0.300000,11.650000,-0.791762,0.000000,0.623086,0.165763,0.134317,0.000000,3.141593,-0.007818,0.359078
0.134105,-0.000000,-6795364490.931345,0.707104,-1.000882,-6795364490.931345,-0.004373,-0.007665,1.000000,-0.000543,0.000000,-1.121714,-0.003166,0.000000,-1.123081,0.000000,0.300000,0.002208,1.000000,0.706314,0.158391,17.350000,-6795364490.881345,0.000000,372.375336,0.359078,0.342265,-6795364490.931345,-0.784478,1.000471,1.000000,0.000000,0.002067,0.000000,-0.002924,-0.778222,0.223811,0.006043,-0.033420,0.644398,0.707107,0.707895,-0.000556,0.000112,0.131038,-0.002750,0.707911,0.000000,0.300000,0.706298,0.366222,359.999999,0.222502,9.000000,0.128418,0.002205,0.009053,446.786224,-0.034328,0.045944,0.049562,0.300000,11.650000,-0.776237,0.000000,0.602741,0.176605,0.134953,0.000000,3.141593,-0.007818,0.359078
0.135642,-0.000000,-6795364490.931345,0.707104,-1.000279,-6795364490.831345,0.013579,-0.007665,1.000000,-0.000541,0.000000,-1.121714,-0.002978,0.000000,-1.121616,0.000000,0.300000,0.002230,1.000000,0.706315,0.119744,17.350000,-6795364490.831345,0.000000,372.703430,0.359836,0.342265,-6795364490.881345,-0.784478,1.000426,1.000000,0.000000,0.001803,0.000000,-0.002922,-0.806197,0.225803,0.007487,-0.066134,0.644398,0.707107,0.707894,-0.000559,0.000325,0.130881,-0.001801,0.707910,0.000000,0.397000,0.706298,0.394197,359.999999,0.223681,9.000000,0.128264,0.002221,0.009053,446.786224,-0.049101,0.045944,0.049196,0.397000,11.650000,-0.776237,0.000000,0.562049,0.172400,0.136375,0.000000,3.141593,-0.007665,0.359836
0.135685,-0.000000,-6795364490.831345,0.707104,-0.999430,-6795364490.831345,-0.014035,-0.007515,1.000000,-0.000539,0.000000,-1.121714,-0.003596,0.000000,-1.120518,0.000000,0.397000,0.002228,1.000000,0.706312,0.144940,17.350000,-6795364490.781345,0.000000,372.703430,0.359836,0.342265,-6795364490.831345,-0.784478,1.000290,1.000000,0.000000,0.002104,0.000000,-0.003016,-0.759148,0.225494,0.005554,-0.036415,0.644398,0.707107,0.707897,-0.000557,0.000315,0.131340,-0.002717,0.707913,0.000000,0.397000,0.706296,0.408185,359.999998,0.223882,9.000000,0.128714,0.002226,0.009053,446.786224,-0.061447,0.045944,0.050233,0.397000,11.650000,-0.761016,0.000000,0.618000,0.196043,0.136890,0.000000,3.141593,-0.007665,0.359836
0.136635,-0.000000,-6795364490.831345,0.707104,-1.000458,-6795364490.731345,-0.005327,-0.007515,1.000000,-0.000535,0.000000,-1.121714,-0.002777,0.000000,-1.122634,0.000000,0.397000,0.002231,1.000000,0.706311,0.148044,17.350000,-6795364490.731345,0.000000,373.359589,0.361219,0.342265,-6795364490.781345,-0.784478,1.000351,1.000000,0.000000,0.001963,0.000000,-0.002957,-0.783308,0.225092,0.006185,-0.024343,0.644398,0.707107,0.707898,-0.000548,0.000136,0.131485,-0.002608,0.707914,0.000000,0.429000,0.706295,0.394197,360.000000,0.223550,9.000000,0.128856,0.002226,0.009053,446.786224,-0.055359,0.045944,0.048708,0.429000,11.650000,-0.761016,0.000000,0.623086,0.170148,0.137303,0.000000,3.141593,-0.007515,0.361219
0.136064,-0.000000,-6795364490.731345,0.707105,-1.000198,-6795364490.731345,-0.025010,-0.007367,1.000000,-0.000547,0.000000,-1.121714,-0.001260,0.000000,-1.121799,0.000000,0.429000,0.002231,1.000000,0.706309,0.125133,17.350000,-6795364490.681345,0.000000,373.359589,0.361219,0.342265,-6795364490.731345,-0.784478,1.000324,1.000000,0.000000,0.001399,0.000000,-0.002722,-0.751518,0.225549,0.007080,-0.040105,0.644398,0.707107,0.707900,-0.000555,-0.000145,0.131791,-0.002013,0.707916,0.000000,0.429000,0.706293,0.400555,359.999994,0.223541,9.000000,0.129154,0.002214,0.009053,446.786224,-0.058601,0.045944,0.046632,0.429000,11.650000,-0.746095,0.000000,0.595111,0.101565,0.135372,0.000000,3.141593,-0.007515,0.361219
0.135131,-0.000000,-6795364490.731345,0.707105,-1.000209,-6795364490.631345,-0.005021,-0.007367,1.000000,-0.000550,0.000000,-1.121714,-0.002071,0.000000,-1.121860,0.000000,0.429000,0.002225,1.000000,0.706310,0.116213,17.350000,-6795364490.631345,0.000000,374.015747,0.359435,0.342265,-6795364490.681345,-0.784478,1.000313,1.000000,0.000000,0.001417,0.000000,-0.002692,-0.788395,0.225619,0.006877,-0.041677,0.644398,0.707107,0.707899,-0.000561,-0.000017,0.131652,-0.001962,0.707915,0.000000,0.272000,0.706294,0.386568,359.999999,0.223432,9.000000,0.129019,0.002209,0.009053,446.786224,-0.049854,0.045944,0.048667,0.272000,11.650000,-0.746095,0.000000,0.600197,0.113500,0.134696,0.000000,3.141593,-0.007367,0.359435
0.134396,-0.000000,-6795364490.631345,0.707105,-1.000220,-6795364490.631345,-0.006198,-0.012871,1.000000,-0.000548,0.000000,-1.121714,-0.002567,0.000000,-1.121860,0.000000,0.272000,0.002216,1.000000,0.706310,0.126151,17.350000,-6795364490.581345,0.000000,374.015747,0.359435,0.342265,-6795364490.631345,-0.784478,1.000304,1.000000,0.000000,0.001624,0.000000,-0.002700,-0.778222,0.224762,0.006348,-0.026738,0.644398,0.707107,0.707899,-0.000560,0.000067,0.131705,-0.002277,0.707916,0.000000,0.272000,0.706293,0.396741,359.999999,0.222790,9.000000,0.129071,0.002204,0.009053,446.737610,-0.053667,0.045944,0.049074,0.272000,11.650000,-1.303460,0.000000,0.621815,0.136997,0.134446,0.000000,3.141593,-0.007367,0.359435
0.134129,-0.000000,-6795364490.631345,0.707105,-0.999247,-6795364490.531345,-0.006558,-0.012871,1.000000,-0.000534,0.000000,-1.121714,-0.003010,0.000000,-1.120273,0.000000,0.272000,0.002202,1.000000,0.706309,0.124546,17.350000,-6795364490.531345,0.000000,373.687683,0.358386,0.342265,-6795364490.581345,-0.784478,1.000157,1.000000,0.000000,0.001768,0.000000,-0.002751,-0.778222,0.222781,0.006673,0.000051,0.644398,0.707107,0.707900,-0.000550,0.000231,0.131855,-0.002160,0.707917,0.000000,0.307000,0.706292,0.399284,360.000000,0.220815,9.000000,0.129218,0.002193,0.009053,446.737610,-0.055680,0.045944,0.049481,0.307000,11.650000,-1.303460,0.000000,0.653605,0.161927,0.134683,0.000000,3.141593,-0.012871,0.358386
0.134090,-0.000000,-6795364490.531345,0.707104,-1.000381,-6795364490.531345,-0.012147,-0.012619,1.000000,-0.000521,0.000000,-1.121714,-0.003669,0.000000,-1.122532,0.000000,0.307000,0.002190,1.000000,0.706302,0.144896,17.350000,-6795364490.481345,0.000000,373.687683,0.358386,0.342265,-6795364490.531345,-0.784478,1.000228,1.000000,0.000000,0.002101,0.000000,-0.002870,-0.770592,0.220946,0.005799,-0.002782,0.644398,0.707107,0.707907,-0.000539,0.000313,0.132899,-0.002682,0.707923,0.000000,0.307000,0.706286,0.423444,359.999997,0.219424,9.000000,0.130242,0.002188,0.009053,446.737610,-0.073611,0.045944,0.050417,0.307000,11.650000,-1.277902,0.000000,0.637074,0.195662,0.135319,0.000000,3.141593,-0.012871,0.358386
0.135360,-0.000000,-6795364490.531345,0.707104,-1.000254,-6795364490.431345,0.000577,-0.012619,1.000000,-0.000504,0.000000,-1.121714,-0.003607,0.000000,-1.121779,0.000000,0.307000,0.002196,1.000000,0.706301,0.092544,17.350000,-6795364490.431345,0.000000,373.687683,0.354399,0.342265,-6795364490.481345,-0.784478,1.000225,1.000000,0.000000,0.001826,0.000000,-0.002941,-0.790938,0.220574,0.008382,-0.023147,0.644398,0.707106,0.707909,-0.000528,0.000684,0.133215,-0.001224,0.707925,0.000000,0.159000,0.706284,0.394197,0.000001,0.218012,9.000000,0.130553,0.002188,0.009053,446.737610,-0.059416,0.045944,0.049969,0.159000,11.650000,-1.277902,0.000000,0.610370,0.203310,0.136716,0.000000,3.141593,-0.012619,0.354399
0.136634,-0.000000,-6795364490.431345,0.707104,-1.000170,-6795364490.431345,-0.001852,-0.012371,1.000000,-0.000495,0.000000,-1.121714,-0.003412,0.000000,-1.121738,0.000000,0.159000,0.002198,1.000000,0.706299,0.126942,17.350000,-6795364490.381345,0.000000,373.687683,0.354399,0.342265,-6795364490.431345,-0.784478,1.000216,1.000000,0.000000,0.002004,0.000000,-0.002980,-0.782037,0.219597,0.005676,-0.031851,0.644398,0.707107,0.707910,-0.000514,0.000437,0.133406,-0.002473,0.707926,0.000000,0.159000,0.706283,0.396741,0.000001,0.217743,9.000000,0.130739,0.002194,0.009053,446.737610,-0.056995,0.045944,0.049684,0.159000,11.650000,-1.252845,0.000000,0.606555,0.197795,0.137855,0.000000,3.141593,-0.012619,0.354399
